324,0,121265,151759
16,324,121203,151537
121,64,121106,151547
196,81,121161,151721
25,256,121370,152066
144,1,121043,152311
169,841,121846,152582
441,289,122088,152918
289,36,121043,153111
16,196,122411,153219
64,16,122352,153155
36,324,122252,153035
225,196,122314,152905
121,9,122402,153028
196,1089,122675,153190
729,196,122915,153467
361,400,123161,153770
144,169,123476,154020
64,81,123642,154183
36,144,123764,154238
169,36,123964,154253
289,529,123934,154213
484,576,124086,154386
196,9,124272,154434
49,625,124360,154649
324,64,124506,154771
144,100,124727,154927
64,324,124738,155182
100,9,124958,155288
64,625,125257,155453
441,324,125359,155767
324,81,125595,155940
100,529,125707,155910
289,0,125666,155986
36,289,125741,155915
121,49,125830,155903
49,0,125846,156099
9,400,126102,156337
361,64,126170,156398
324,729,126211,156597
441,361,126485,156854
169,1,126711,157113
9,441,126914,156485
256,25,127037,157634
144,256,127163,157707
144,225,127029,157623
81,64,126960,157584
1,576,126884,157469
529,324,126744,157284
676,529,126645,157169
256,361,126573,157020
121,16,126455,156805
25,484,126397,156605
256,81,126324,156343
100,49,126217,156206
64,361,126133,156040
121,1,126142,156037
64,529,126068,155972
361,225,126121,155920
196,16,126134,155965
49,400,126078,155972
256,16,126188,155897
169,484,126189,155915
256,225,126078,155894
144,1,126188,155850
36,484,126134,155863
324,64,126173,155803
256,484,126106,155685
289,256,126162,155698
64,36,126030,155595
0,324,125956,155383
256,81,125909,155367
225,256,125888,155229
196,289,125813,155096
121,4,125811,155108
64,729,125859,155076
441,121,125780,155005
169,196,125751,155090
361,1225,125884,155170
676,1,125874,155243
1,196,125862,155248
100,36,125919,155074
49,16,125802,155067
81,576,125722,154945
256,9,125681,154668
4,225,125528,154648
256,289,125515,154487
196,4,125486,154279
36,400,125322,154225
169,4,125284,154038
196,529,125257,153806
324,289,125081,154225
196,4,125081,153603
81,676,125062,153498
400,49,124941,154225
196,324,124938,153264
256,400,124863,153128
100,25,124832,152980
9,441,124864,152927
256,64,124671,152721
144,100,124621,152564
81,324,124496,152501
196,0,124524,152308
144,841,124432,152208
484,196,124375,152139
196,64,124379,152134
100,400,124274,151980
121,4,124292,151931
81,625,124257,151809
400,225,124127,151729
144,9,124204,151637
64,441,124136,151591
169,0,124235,151457
121,484,124013,151323
256,196,123995,151364
100,1,123947,151274
16,441,123979,151159
225,25,123939,151175
