1997,100,10000
1630,-401,160801
1438,-748,559504
1119,-949,900601
1040,-1049,1100401
1114,-1041,1083681
1082,-928,861184
1630,-713,508369
2168,-352,123904
2665,112,12544
3178,565,319225
3502,927,859329
3581,1130,1276900
2987,1084,1175056
2221,722,521284
2696,264,69696
3240,110,12100
3528,305,93025
3560,560,313600
2942,584,341056
2424,274,75076
2012,-223,49729
1657,-685,469225
1420,-999,998001
1127,-1162,1350244
1037,-1211,1466521
1100,-1150,1322500
1079,-989,978121
1575,-739,546121
2125,-358,128164
2638,119,14161
3135,587,344569
3486,958,917764
3534,1164,1354896
3049,1121,1256641
2491,801,641601
2061,323,104329
1726,-119,14161
3498,-203,41209
3565,225,50625
2984,648,419904
2455,586,343396
2042,150,22500
1694,-348,121104
1452,-723,522729
1129,-943,889249
1063,-1039,1079521
1023,-1020,1040400
1111,-899,808201
1517,-674,454276
2087,-315,99225
2620,146,21316
3054,603,363609
3466,966,933156
3597,1185,1404225
3087,1175,1380625
2520,873,762129
2076,388,150544
1756,-72,5184
1480,-388,150544
1164,-567,321489
1063,-659,434281
2447,-521,271441
2043,-127,16129
1702,118,13924
1454,6,36
1134,-279,77841
1039,-550,302500
1095,-679,461041
1070,-640,409600
1496,-462,213444
2060,-127,16129
2615,336,112896
3051,812,659344
3466,1192,1420864
3610,1416,2005056
3113,1398,1954404
2528,1067,1138489
2088,532,283024
1759,4,16
1486,-385,148225
1166,-639,408321
1051,-796,633616
1003,-864,746496
1111,-835,697225
1370,-707,499849
1976,-459,210681
2552,-80,6400
1037,133,17689
1079,-79,6241
1065,-399,159201
1434,-449,201601
2030,-178,31684
2601,313,97969
2983,828,685584
3450,1217,1481089
3614,1428,2039184
3166,1391,1934881
2572,1035,1071225
2107,459,210681
1786,-116,13456
1498,-543,294849
1178,-813,660969
1054,-964,929296
1087,-995,990025
1069,-915,837225
1337,-749,561001
1935,-469,219961
2524,-53,2809
2839,395,156025
3416,763,582169
3611,1020,1040400
1416,887,786769
2009,284,80656
2574,-142,20164
2927,-33,1089
3448,345,119025
3640,716,512656
3180,849,720801
2591,613,375769
2124,115,13225
1815,-403,162409
1504,-782,611524
1182,-1009,1018081
1053,-1122,1258884
1086,-1116,1245456
1080,-1000,1000000
1324,-802,643204
1931,-498,248004
2510,-63,3969
2840,404,163216
3418,789,622521
3598,1062,1127844
3274,1138,1295044
2666,921,848241
2184,474,224676
2846,105,11025
3421,122,14884
3612,431,185761
3243,655,429025
2635,534,285156
2155,108,11664
1854,-389,151321
1517,-774,599076
1199,-1018,1036324
1054,-1146,1313316
1018,-1160,1345600
1114,-1057,1117249
1273,-855,731025
1870,-547,299209
2458,-111,12321
2795,368,135424
3391,780,608400
3623,1088,1183744
3322,1207,1456849
2698,1022,1044484
2223,586,343396
1911,107,11449
1550,-254,64516
3612,-231,53361
3263,260,67600
2647,627,393129
2168,456,207936
1864,-19,361
1528,-486,236196
1215,-818,669124
1070,-1006,1012036
1068,-1042,1085764
1083,-945,893025
1246,-753,567009
1851,-452,204304
2439,-11,121
2776,478,228484
3384,895,801025
3641,1202,1444804
3367,1314,1726596
2728,1112,1236544
2238,639,408321
1918,110,12100
1551,-300,90000
1290,-565,319225
1084,-713,508369
1017,-767,588289
2176,-617,380689
1854,-255,65025
1512,-25,625
1196,-114,12996
1053,-350,122500
1056,-525,275625
1085,-545,297025
1257,-423,178929
1864,-161,25921
2440,248,61504
2794,708,501264
3418,1098,1205604
3625,1378,1898884
3368,1450,2102500
2703,1206,1454436
2235,695,483025
1912,133,17689
1563,-304,92416
1327,-590,348100
1144,-752,565504
1101,-814,662596
1181,-785,616225
1231,-685,469225
1803,-502,252004
1310,-303,91809
1198,-253,64009
1166,-328,107584
1246,-361,130321
1352,-286,81796
1882,-81,6561
2383,262,68644
2685,660,435600
3208,998,996004
3383,1233,1520289
3182,1288,1658944
2618,1072,1149184
2217,626,391876
1945,130,16900
1628,-264,69696
1438,-531,281961
1258,-689,474721
1213,-760,577600
1294,-746,556516
1322,-658,432964
1836,-492,242064
2312,-204,41616
2638,148,21904
3129,472,222784
3320,721,519841
1358,634,401956
1864,129,16641
2327,-225,50625
2620,-111,12321
3114,250,62500
3305,619,383161
3178,812,659344
2635,709,502681
2253,336,112896
1992,-118,13924
1678,-493,243049
1516,-746,556516
1304,-886,784996
1245,-937,877969
1369,-895,801025
1336,-763,582169
1815,-554,306916
2235,-236,55696
2600,149,22201
3066,518,268324
3272,814,662596
3243,966,933156
2716,891,793881
2317,583,339889
2024,184,33856
1727,-151,22801
1567,-372,138384
3208,-295,87025
2672,104,10816
2284,341,116281
2010,177,31329
1704,-167,27889
1530,-490,240100
1292,-699,488601
1246,-790,624100
1337,-754,568516
1303,-616,379456
1771,-397,157609
2190,-72,5184
2559,316,99856
3016,679,461041
3242,959,919681
3259,1092,1192464
2764,1000,1000000
2350,669,447561
2047,230,52900
1758,-153,23409
1578,-416,173056
1304,-571,326041
1239,-654,427716
1303,-656,430336
1278,-579,335241
1688,-435,189225
1529,-252,63504
1292,-160,25600
1241,-196,38416
1310,-244,59536
1303,-220,48400
1769,-93,8649
2191,166,27556
2556,507,257049
3005,827,683929
3225,1069,1142761
3241,1171,1371241
2746,1057,1117249
2348,713,508369
2040,268,71824
1752,-121,14641
1575,-392,153664
1309,-557,310249
1245,-650,422500
1308,-664,440896
1293,-604,364816
1693,-475,225625
2120,-246,60516
2523,58,3364
2927,364,132496
3207,610,372100
1304,540,291600
1744,60,3600
2143,-298,88804
2526,-197,38809
2970,171,29241
3199,567,321489
3243,815,664225
2778,804,646416
2365,519,269361
2046,94,8836
1773,-302,91204
1581,-585,342225
1337,-759,576081
1262,-853,727609
1296,-861,741321
1288,-786,617796
1640,-632,399424
2088,-365,133225
2522,0,0
2880,376,141376
3196,685,469225
3305,882,777924
2908,897,804609
2446,680,462400
2102,313,97969
1834,-40,1600
1597,-289,83521
1336,-441,194481
1242,-530,280900
2382,-434,188356
2064,-125,15625
1774,64,4096
1592,-34,1156
1310,-274,75076
1239,-500,250000
1263,-607,368449
1242,-572,327184
1616,-416,173056
2061,-121,14641
2502,276,76176
2872,677,458329
3199,998,996004
3325,1190,1416100
2927,1178,1387684
2461,911,829921
2104,471,221841
1832,33,1089
1583,-302,91204
1321,-530,280900
1241,-676,456976
1261,-729,531441
1239,-698,487204
1501,-599,358801
1992,-398,158404
1288,-203,41209
1210,-210,44100
1246,-316,99856
1240,-334,111556
1596,-212,44944
2063,60,3600
2520,442,195364
2859,816,665856
3223,1094,1196836
3342,1237,1530169
2942,1176,1382976
2460,859,737881
2104,377,142129
1848,-86,7396
1593,-424,179776
1324,-640,409600
1240,-763,582169
1262,-786,617796
1244,-719,516961
1485,-587,344569
1991,-358,128164
2445,-22,484
2711,331,109561
3167,613,375769
3322,805,648025
3019,843,710649
2007,592,350464
2473,168,28224
2792,-34,1156
3182,102,10404
3310,369,136161
2968,511,261121
2493,377,142129
2127,22,484
1869,-367,134689
1607,-665,442225
1337,-856,732736
1242,-961,923521
1276,-968,937024
1272,-879,772641
1471,-721,519841
1960,-474,224676
2440,-115,13225
2695,275,75625
3161,605,366025
3306,846,715716
3031,930,864900
2542,776,602176
2167,434,188356
1929,72,5184
1625,-196,38416
1391,-369,136161
1259,-473,223729
1245,-509,259081
2110,-393,154449
1870,-133,17689
1613,12,144
1352,-92,8464
1243,-311,96721
1262,-470,220900
1263,-494,244036
1463,-390,152100
1945,-153,23409
2414,213,45369
2671,615,378225
3161,951,904401
3320,1191,1418481
3065,1256,1577536
2570,1059,1121481
2184,646,417316
1935,188,35344
1640,-184,33856
1404,-452,204304
1260,-635,403225
1209,-734,538756
1308,-740,547600
1385,-661,436921
1870,-493,243049
2335,-206,42436
1246,-7,49
1272,-115,13225
1272,-308,94864
1447,-327,106929
1929,-130,16900
2410,239,57121
2668,645,416025
3152,963,927369
3327,1162,1350244
3088,1178,1387684
2585,931,866761
2189,475,225625
1943,-15,225
1627,-400,160000
1389,-658,432964
1254,-806,649636
1240,-844,712336
1276,-779,606841
1370,-639,408321
1865,-419,175561
2344,-88,7744
2634,286,81796
3134,608,369664
3327,844,712336
3166,928,861184
2650,772,595984
2264,406,164836
2664,67,4489
3160,17,289
3336,226,51076
3143,419,175561
2633,371,137641
2237,71,5041
1981,-314,98596
1675,-626,391876
1449,-828,685584
1279,-935,874225
1242,-954,910116
1303,-887,786769
1339,-748,559504
1836,-536,287296
2299,-212,44944
2633,171,29241
3119,523,273529
3339,799,638401
3198,929,863041
2776,834,695556
2360,536,287296
2075,171,29241
1759,-132,17424
1582,-329,108241
1352,-433,187489
1290,-478,228484
1325,-467,218089
1388,-406,164836
1692,-296,87616
1519,-181,32761
1399,-160,25600
1404,-225,50625
1454,-276,76176
1470,-258,66564
1883,-145,21025
2252,100,10000
2511,422,178084
2873,726,527076
3006,959,919681
2919,1063,1129969
2474,968,937024
2166,679,461041
1950,321,103041
1709,13,169
1599,-216,46656
1420,-376,141376
1404,-488,238144
1470,-541,292681
1479,-533,284089
1838,-459,210681
2139,-290,84100
2140,-85,7225
2329,70,4900
2460,186,34596
2430,282,79524
2185,312,97344
2286,282,79524
2536,297,88209
2844,425,180625
2954,600,360000
2936,695,483025
2536,608,369664
2236,322,103684
1979,-57,3249
317,-555,308025
6,-1216,1478656
5,-1711,2927521
6,-1784,3182656
5,-1560,2433600
156,-1219,1485961
746,-806,649636
1247,-295,87025
1691,246,60516
2111,713,508369
2440,1059,1121481
2618,1268,1607824
2475,1309,1713481
2333,1175,1380625
1418,850,722500
541,304,92416
714,-259,67081
1063,-488,238144
2984,-158,24964
2790,550,302500
2623,1019,1038361
2430,960,921600
2349,613,375769
2202,238,56644
2172,-38,1444
2219,-184,33856
2216,-212,44944
2380,-164,26896
2571,-51,2601
2744,103,10609
2907,259,67081
2991,373,139129
2990,416,173056
2763,356,126736
2552,183,33489
2406,-48,2304
2251,-265,70225
2134,-436,190096
1992,-561,314721
1949,-642,412164
1982,-668,446224
1980,-631,398161
2126,-544,295936
2318,-401,160801
2505,-210,44100
2632,-12,144
1911,65,4225
1888,-50,2500
2042,-174,30276
2223,-131,17161
2395,42,1764
2540,239,57121
2650,382,145924
2680,440,193600
2493,394,155236
2299,236,55696
2170,21,441
2048,-173,29929
1976,-304,92416
1864,-372,138384
1833,-391,152881
1864,-360,129600
1869,-282,79524
1981,-171,29241
2144,-30,900
2329,137,18769
2399,294,86436
2556,406,164836
2587,466,217156
2456,451,203401
2264,340,115600
2127,160,25600
2028,-18,324
1918,-154,23716
1803,-245,60025
1783,-298,88804
1817,-301,90601
1848,-254,64516
2025,-165,27225
1942,-61,3721
1849,-5,25
1817,-11,121
1820,-27,729
1819,-21,441
1902,14,196
2056,85,7225
2216,188,35344
2288,290,84100
2457,363,131769
2493,403,162409
2392,385,148225
2235,287,82369
2108,134,17956
2025,-16,256
1919,-128,16384
1853,-195,38025
1836,-223,49729
1836,-213,45369
1862,-174,30276
1916,-119,14161
2077,-44,1936
2232,55,3025
2318,160,25600
2472,240,57600
2510,289,83521
2443,286,81796
2266,213,45369
2153,81,6561
2078,-48,2304
1980,-138,19044
1918,-187,34969
1865,-205,42025
1848,-202,40804
1872,-177,31329
1881,-138,19044
1961,-90,8100
1882,-52,2704
1849,-48,2304
1835,-72,5184
1853,-90,8100
1871,-86,7396
2025,-47,2209
2159,36,1296
2265,144,20736
2411,247,61009
2459,325,105625
2413,357,127449
2253,315,99225
2152,208,43264
2064,86,7396
1968,-14,196
1915,-87,7569
1848,-135,18225
1836,-165,27225
1869,-172,29584
1866,-158,24964
2010,-125,15625
2142,-60,3600
2249,28,784
2393,115,13225
2446,187,34969
2446,224,50176
2296,206,42436
2157,126,15876
2079,23,529
1993,-55,3025
1949,-96,9216
1867,-113,12769
1836,-119,14161
1851,-120,14400
1849,-110,12100
1979,-85,7225
2106,-34,1156
2221,34,1156
2346,100,10000
1869,92,8464
1867,-35,1225
2009,-154,23716
2126,-139,19321
2224,-25,625
2364,116,13456
2424,242,58564
2422,319,101761
2282,320,102400
2170,241,58081
2091,125,15625
1994,13,169
1944,-76,5776
1863,-146,21316
1838,-199,39601
1854,-229,52441
1852,-231,53361
1966,-204,41616
2079,-139,19321
2203,-43,1849
2328,64,4096
2412,163,26569
2442,237,56169
2326,258,66564
2199,213,45369
2110,126,15876
2031,42,1764
1966,-18,324
1880,-61,3721
1864,-95,9025
1866,-114,12996
1864,-120,14400
1944,-113,12769
2058,-83,6889
2200,-26,676
2283,42,1764
2392,105,11025
2393,147,21609
1854,101,10201
1977,-40,1600
2095,-123,15129
2215,-61,3721
2296,77,5929
2316,201,40401
2218,254,64516
2124,218,47524
2041,125,15625
1981,19,361
1930,-71,5041
1881,-140,19600
1867,-189,35721
1880,-215,46225
1914,-211,44521
1978,-179,32041
2092,-116,13456
2216,-24,576
2299,82,6724
2409,181,32761
2444,261,68121
2364,296,87616
2239,267,71289
2154,186,34596
2078,94,8836
2011,18,324
1942,-42,1764
1902,-92,8464
1904,-129,16641
1897,-150,22500
1935,-157,24649
2075,-137,18769
2204,-79,6241
2252,-2,4
2380,66,4356
2427,124,15376
2375,158,24964
2249,146,21316
2152,89,7921
2092,27,729
2026,-12,144
1964,-29,841
1914,-38,1444
2239,-9,81
2155,69,4761
2089,110,12100
2013,61,3721
1950,-37,1369
1917,-137,18769
1917,-203,41209
1918,-225,50625
1948,-209,43681
2060,-155,24025
2184,-59,3481
2251,59,3481
2366,173,29929
2425,268,71824
2368,324,104976
2253,313,97969
2156,238,56644
2091,139,19321
1996,45,2025
1946,-36,1296
1902,-103,10609
1886,-152,23104
1911,-179,32041
1903,-187,34969
2029,-173,29929
2136,-121,14641
2221,-42,1764
2360,46,2116
2410,132,17424
2384,191,36481
2267,199,39601
2185,155,24025
2120,96,9216
2015,45,2025
1978,5,25
1902,-26,676
1896,-50,2500
1915,-67,4489
1904,-74,5476
2011,-76,5776
2108,-59,3481
2192,-23,529
2319,18,324
2368,61,3721
1897,38,1444
1996,-73,5329
2111,-141,19881
2202,-82,6724
2319,53,2809
2380,194,37636
2380,293,85849
2263,315,99225
2173,256,65536
2104,152,23104
2012,42,1764
1979,-56,3136
1914,-137,18769
1896,-200,40000
1887,-243,59049
1883,-261,68121
1980,-248,61504
2088,-188,35344
2191,-89,7921
2300,25,625
2366,134,17956
2395,220,48400
2284,259,67081
2185,237,56169
2110,173,29929
2030,104,10816
1981,44,1936
1912,-5,25
1884,-52,2704
1886,-93,8649
1886,-123,15129
1959,-136,18496
2064,-122,14884
2174,-77,5929
2266,-14,196
2347,49,2401
2390,104,10816
2314,136,18496
2207,125,15625
2124,84,7056
2046,42,1764
2359,57,3249
2377,157,24649
2299,250,62500
2200,247,61009
2111,157,24649
2040,30,900
1980,-91,8281
1913,-191,36481
1887,-265,70225
1896,-305,93025
1884,-309,95481
1948,-279,77841
2047,-211,44521
2159,-102,10404
2234,25,625
2346,148,21904
2380,252,63504
2313,312,97344
2214,303,91809
2125,238,56644
2061,151,22801
1994,67,4489
1930,-7,49
1896,-75,5625
1897,-127,16129
1888,-162,26244
1934,-178,31684
2380,-127,16129
2317,-1,1
2215,85,7225
2125,66,4356
2058,-1,1
1984,-57,3249
1928,-77,5929
1898,-64,4096
1897,-27,729
1898,22,484
1934,69,4761
2041,115,13225
2153,164,26896
2220,204,41616
2344,220,48400
2379,213,45369
2329,171,29241
2236,84,7056
2140,-29,841
2089,-130,16900
2007,-191,36481
1951,-209,43681
1915,-192,36864
1899,-146,21316
1935,-80,6400
1932,-3,9
2013,66,4356
2109,131,17161
2215,192,36864
2329,236,55696
2366,250,62500
2362,222,49284
2239,139,19321
2169,16,256
2104,-106,11236
2318,-162,26244
2376,-115,13225
2345,-22,484
2236,32,1024
2143,28,784
2088,-3,9
2008,-29,841
1960,-43,1849
1912,-53,2809
1900,-61,3721
1917,-67,4489
1902,-72,5184
2009,-76,5776
2104,-60,3600
2184,-26,676
2299,13,169
2364,55,3025
2363,86,7396
2253,85,7225
2168,48,2304
2109,2,4
2032,-22,484
1979,-24,576
1915,-13,169
1896,0,0
1902,16,256
1894,28,784
1992,36,1296
2088,54,2916
2185,78,6084
2286,97,9409
2363,108,11664
2379,103,10609
2280,70,4900
2184,3,9
2120,-68,4624
2040,-113,12769
1978,-122,14884
1912,-105,11025
1887,-70,4900
1898,-26,676
1885,21,441
1964,62,3844
2060,101,10201
2175,140,19600
2254,167,27889
2344,172,29584
2381,153,23409
2313,103,10609
2206,20,400
2138,-78,6084
2061,-154,23716
1979,-188,35344
1903,-189,35721
1887,-159,25281
1871,-104,10816
1886,-35,1225
1949,37,1369
2044,109,11881
1930,150,22500
1902,123,15129
1912,52,2704
1901,-20,400
1966,-70,4900
2060,-82,6724
2156,-55,3025
2237,0,0
2335,65,4225
2377,133,17689
2315,181,32761
2218,185,34225
2137,152,23104
2063,108,11664
1997,70,4900
1931,39,1521
1896,7,49
1885,-23,529
1886,-51,2601
1934,-73,5329
2040,-80,6400
2151,-62,3844
2207,-30,900
2327,2,4
2367,37,1369
2319,60,3600
2220,50,2500
2139,15,225
2075,-18,324
1995,-30,900
1928,-29,841
1886,-20,400
1867,-10,100
1870,0,0
1903,5,25
2025,17,289
2108,39,1521
2190,59,3481
2312,71,5041
2365,80,6400
2350,75,5625
2248,40,1600
2172,-19,361
2104,-73,5329
